,Gene,Distance from MED12L,MED12L Corr,Distance from MED12,MED12 Corr,Ensembl
0,HIVEP3,418.03960338704746,0.6082829165911152,424.5937587859718,-0.25025034055341977,ENSG00000127124
1,ZNF223,521.0138961678471,0.4477824708995029,68.68849976524454,-0.19920224285930607,ENSG00000178386
2,NFKB2,645.4006275175135,-0.19139007289685508,338.1220785456046,0.07290604140203791,ENSG00000077150
3,ZNF625,530.2622841575667,-0.13937166816487975,78.3128341972119,0.036302408119155694,ENSG00000257591
4,NKX6-2,543.2001932989347,-0.01694696949427441,147.8994252862397,-0.10050449800162178,ENSG00000148826
5,ENSG00000267179,530.3516663497908,-0.062093693906333326,80.2712900108127,-0.0879477147467392,ENSG00000267179
6,KDM5B,1238.6193483068155,-0.04636429167335531,1146.0399818505462,-0.06979740429039406,ENSG00000117139
7,ZNF728,526.6512318413393,0.09260561258122797,75.84609416443277,-0.056151618148939576,ENSG00000269067
8,ASCL1,502.38206576270227,0.5981127632533081,86.18056625481178,-0.16659199489120607,ENSG00000139352
9,STAT6,602.4669617497711,-0.2933765250153501,260.70272342267543,0.10036028191731393,ENSG00000166888
10,ZNF681,518.3759157214,0.2454705745597224,61.050962318377906,-0.0463368499140078,ENSG00000196172
11,L3MBTL1,498.8514508348152,0.3549517755989245,78.07112142143214,-0.09820670919024531,ENSG00000185513
12,NFXL1,492.1399394481208,0.30615734872513034,117.781619958294,-0.2999917524755752,ENSG00000170448
13,SKOR1,529.9131155198934,0.010810036791888442,98.61622584544595,-0.25488490622900145,ENSG00000188779
14,NFE2L1,797.6254196049671,-0.14165164738809702,592.9363372234832,0.040125246548724125,ENSG00000082641
15,ZBTB16,1121.8967376724117,-0.0031790300651960285,1031.560390864248,0.08478093320657117,ENSG00000109906
16,HOXD3,531.2082830679506,-0.09613649570417868,77.45469643604577,-0.07474859014754057,ENSG00000128652
17,GATA5,532.8011918154837,-0.07757905548384222,82.8936668268451,0.04356657004194256,ENSG00000130700
18,TEAD2,544.7435818805028,-0.15483971053011936,123.35404330624917,-0.08577834457299675,ENSG00000074219
19,ZNF273,478.92250938956715,0.49624376809571963,97.79212647243132,-0.11807432432858572,ENSG00000198039
20,MYBL2,626.4008221578257,-0.04739159311005937,334.97749178116436,0.03556444644778149,ENSG00000101057
21,ZNF606,514.0164005165595,0.18887721268384594,59.18183843038336,-0.026543425633641603,ENSG00000166704
22,ZNF263,522.6189625338903,-0.04968836065394596,87.26035755141048,-0.16873168796960103,ENSG00000006194
23,TCF4,2122.357813847608,0.4628300236972239,2313.1824311973323,-0.07040534089390635,ENSG00000196628
24,FIZ1,525.2880923835986,-0.1483723824545172,51.069854121585266,0.10707581721351814,ENSG00000179943
25,ZBTB9,528.2094849583826,-0.18147257768889832,64.84080505360802,0.025362031980160852,ENSG00000213588
26,NHLH2,531.0671520627121,0.0026987912201090463,99.1988407190326,-0.08568323465234151,ENSG00000177551
27,OLIG3,530.352203728805,-0.04467375843954938,80.27633524271023,-0.038177550105931775,ENSG00000177468
28,NFE2L2,2233.2957753060837,-0.205815296762708,2147.3993410635107,0.14438292966685906,ENSG00000116044
29,PRDM4,519.9322936690892,-0.08228823450270846,69.11164880105234,-0.18936212147909195,ENSG00000110851
30,KLF12,689.7296281877414,0.7310682032350958,981.398843488212,-0.1951065028785651,ENSG00000118922
31,ZNF784,528.1760691284677,-0.2063670430280332,54.79680647629021,0.21899796447267358,ENSG00000179922
32,RHOXF2,530.2459429359171,-0.05178175081634608,79.35937247735771,-0.08237954802346291,ENSG00000131721
33,LHX3,530.2246222121336,-0.013987114044212805,80.57902953002102,-0.01443504761087093,ENSG00000107187
34,ZNF646,524.7866042497657,-0.04717227992079444,63.026105702319896,-0.19723077725934185,ENSG00000167395
35,ZNF283,513.4889677490647,0.16834495083377363,96.32844854974047,-0.15805001545779537,ENSG00000167637
36,ZNF830,554.9929639193637,-0.35299262124863223,147.96303592451733,0.3244359777409367,ENSG00000198783
37,NR2F1,781.8410516211078,0.03381540462547903,624.346634490809,0.002054132886974546,ENSG00000175745
38,ZNF154,513.084544690249,0.5088073046764896,67.93658808035623,-0.06056141074195918,ENSG00000179909
39,ZNF552,525.8650872609818,-0.09444422767613188,66.88796603276256,0.21245598861288134,ENSG00000178935
40,ZNF417,522.2774262784102,0.23358632853068,61.759371758462706,0.07870387246946627,ENSG00000173480
41,ZNF385D,1666.1514366947558,0.30470489567825887,1765.0598233487729,-0.18832549232641563,ENSG00000151789
42,SP8,529.25048889916,0.027216016181303225,79.49937106669461,-0.07941759059509249,ENSG00000164651
43,RXRB,518.1643947628976,-0.08794916711625692,83.73882014931903,0.2873116210732126,ENSG00000204231
44,SNAPC2,544.0343647234062,-0.30233751324074853,109.07960395967707,0.10554074698215585,ENSG00000104976
45,ZNF213,527.4114143626398,-0.048889955740816206,82.05626118706603,-0.2522735653210066,ENSG00000085644
46,ZNF239,522.5557673588534,0.1023356051627705,96.65547061599771,-0.3181441450726342,ENSG00000196793
47,ZNF226,525.2172217283054,-0.05747593693215763,136.88089713323768,-0.1603503253757335,ENSG00000167380
48,KMT2B,538.7581182683004,-0.11266406641481246,151.02205136999032,0.03710636122690924,ENSG00000272333
49,DMRTA2,530.0533463718533,-0.041182686693830864,79.75474907489837,-0.24109575643374714,ENSG00000142700
50,ZBTB20,3251.5083438305987,0.6114699729418639,3543.350417331032,-0.20315572906783153,ENSG00000181722
51,PHF5A,628.0186382584516,-0.28933751082280207,309.96886940465487,0.3748047344716313,ENSG00000100410
52,GLMP,601.2869697573698,-0.18147667118234476,261.91630342534995,0.16954006584194123,ENSG00000198715
53,KLF8,526.4165935834469,-0.045267094317494636,78.54450967445145,0.18410256176368775,ENSG00000102349
54,SOX7,574.9090797682708,-0.0821331383585094,218.89097742940433,0.09498791464040246,ENSG00000171056
55,HINFP,511.3902423785578,0.12281625868995347,65.51068615119216,-0.04489533967657225,ENSG00000172273
56,FEZF1,530.1464514641212,-0.024007409090830486,79.30643101287562,-0.043551535857415294,ENSG00000128610
57,GSC2,530.2989722788457,-0.03631699271894087,79.80256888095772,-0.10024202966748347,ENSG00000063515
58,ZBTB2,526.3606558245023,-0.15730628810373148,59.694974662864205,0.09123612812268574,ENSG00000181472
59,ZNF619,528.2222827560382,-0.15482106199187395,66.88026614779581,0.1034874401672857,ENSG00000177873
60,TWIST2,548.8645825702366,-0.07757413996088162,146.07936199203502,0.1177517996802388,ENSG00000233608
61,LHX9,556.5337096708517,-0.042999662782296576,173.57770594174818,0.148436046298238,ENSG00000143355
62,SREBF1,526.2996009878783,0.08018052126590916,205.0287296941577,0.014585398848438014,ENSG00000072310
63,JDP2,569.5578372737926,-0.005239353443652144,267.05834568498324,0.00020399695978457345,ENSG00000140044
64,YBX1,11975.938263451426,-0.17439727973566374,11946.697998191801,-0.23576231276583703,ENSG00000065978
65,YY2,532.8059121293605,-0.07221234623583166,87.34546353417561,-0.024905883245439568,ENSG00000230797
66,NKX2-4,530.2673759529242,-0.02600251328577989,79.94723259750772,-0.12697282074805225,ENSG00000125816
67,DR1,676.9979689777512,-0.18899633094857263,417.21011493011525,0.04231597665286586,ENSG00000117505
68,TET3,456.1367010009169,0.5102006843144488,162.71072490773312,-0.2292312085200092,ENSG00000187605
69,GCM1,625.1274750000994,-0.009220815088793625,335.01464147108555,0.3501942022823712,ENSG00000137270
70,LEF1,541.385324884227,0.013959683697855003,169.26440854473807,-0.06075684925939977,ENSG00000138795
71,ZNF888,530.6506572124451,-0.11493046841410913,69.89628030160117,0.09923789956581919,ENSG00000213793
72,TERF1,657.1700540955894,-0.007367511147769132,457.674371141754,0.1450086934600281,ENSG00000147601
73,TFCP2,428.81182353102156,0.6515704308176785,179.20594298181075,-0.1896219896777371,ENSG00000135457
74,NR1H4,669.9208162163644,-0.06905708195993887,405.30915360993265,-0.12499507960803637,ENSG00000012504
75,ZNF800,546.7420049712662,0.055416156737354595,263.84273725081005,0.05486796325659179,ENSG00000048405
76,KLF16,543.0949088327013,-0.2032047411841176,124.64946851070005,-0.1904181045929129,ENSG00000129911
77,MEOX1,533.8931541048265,-0.031209262964125205,92.15286213677794,0.24725665443349218,ENSG00000005102
78,BCL11A,775.5564067171389,0.11651940496733207,664.0837823648459,-0.04218175732403818,ENSG00000119866
79,NPAS2,361.0199024984634,0.8222019050583028,227.61867234477927,-0.3071937700199995,ENSG00000170485
80,NKX2-1,652.7470260368866,-0.04400421858166827,382.6312193222084,-0.14117714463622832,ENSG00000136352
81,ZNF354C,511.32794760310156,0.48491922766386597,63.12749004989823,0.023305698718264295,ENSG00000177932
82,ZBTB7A,932.5438273882897,-0.22017165020340118,758.0069524747119,0.12968783287317648,ENSG00000178951
83,HOXA5,543.5922184873511,-0.13798689282769283,116.70102827310481,-0.07830766683898716,ENSG00000106004
84,MBD4,619.4518060349811,-0.2784960767080876,323.85183340533985,0.12414507948201653,ENSG00000129071
85,ZBTB10,595.418088405114,-0.1263598535220703,290.2598318748221,0.20104094275433532,ENSG00000205189
86,IKZF4,507.81979087073796,0.27893907980452576,56.79040411900588,-0.03904539732593732,ENSG00000123411
87,ZBTB5,511.0056359767473,0.2703295272548101,56.96762238324503,-0.15486832878487847,ENSG00000168795
88,FOXD3,535.1815953487188,-0.039680005708006644,96.78486451920053,0.15827758067489764,ENSG00000187140
89,MSANTD4,515.3782591456492,0.11989715838442418,148.34284613691355,-0.21129591110154097,ENSG00000170903
90,MYPOP,519.8758890350657,-0.019900690711937934,54.14545225593744,-0.21687713372122955,ENSG00000176182
91,TCF7L2,674.8138780434203,0.3331542170473058,646.879818822631,-0.035131081154799064,ENSG00000148737
92,CRAMP1,496.3305451007425,0.4891408612986248,63.35771460524755,-0.2792860244591725,ENSG00000007545
93,SALL2,514.2108516941275,0.3292959709540779,71.95852972372352,-0.06710470570666523,ENSG00000165821
94,NFKB1,1221.9946521977909,-0.02268505828978782,1125.8306622223433,0.03923300161717988,ENSG00000109320
95,ZNF100,513.9644832087137,0.11676511485301286,118.87834117281416,-0.24821842030961153,ENSG00000197020
96,ZNF662,515.6290624082393,0.21344177070975917,60.053642687184265,-0.03918228224536534,ENSG00000182983
97,ZNF428,872.7816221713196,-0.24853602471594052,687.774127166761,0.035355325069726516,ENSG00000131116
98,CEBPA,612.0547279451405,-0.08651265042900874,296.50838099453443,0.31856608703253436,ENSG00000245848
99,PAX2,597.5417056574378,-0.05697716247807985,276.1321060651948,-0.07768136658333574,ENSG00000075891
100,GTF2B,726.3869010382829,-0.16420361004873094,492.56920325980593,0.35290366312155336,ENSG00000137947
101,CDX4,530.3327068925694,-0.061089715775925674,79.9535490144121,-0.03632940046918302,ENSG00000131264
102,ZNF449,509.72605387600123,0.6134942099277695,63.72126803509171,-0.052360040435182595,ENSG00000173275
103,ZIC3,529.141871335089,0.030744410636276358,79.27111706037704,-0.13634839997810697,ENSG00000156925
104,BPTF,955.4594967867553,0.2756542809116354,939.6321833568709,0.04007653036389738,ENSG00000171634
105,ZNF654,522.7768453173877,-0.12239856564540384,78.83108523926332,0.13714279667679719,ENSG00000175105
106,MYC,1804.6755941165713,-0.15071534616325624,1694.3472755016899,-0.007490171427456753,ENSG00000136997
107,POGK,527.2313439089143,-0.03901744212916008,136.37697752920025,-0.061507122235240956,ENSG00000143157
108,ZSCAN21,521.0304405694545,0.012404670605013877,59.31820968303072,0.19389062066817098,ENSG00000166529
109,ZGPAT,520.3327108687287,0.20008098596697757,74.31312131783996,-0.07181029418588199,ENSG00000197114
110,TIGD5,529.158161611441,-0.20732027992792135,56.64900705219819,0.0901136968318953,ENSG00000179886
111,PKNOX1,519.4028109280888,0.12120311975745766,199.56319801005392,-0.19600924070344478,ENSG00000160199
112,ID4,1337.4735773090995,-0.004299167110524319,1266.9304637587652,-0.044919271966171785,ENSG00000172201
113,GZF1,525.13981947668,-0.11166620040790153,66.93593952429443,0.01030565503608395,ENSG00000125812
114,RXRA,609.9145186007627,-0.059833782431108457,340.30772838711727,-0.08199029988252747,ENSG00000186350
115,CASZ1,802.0757009160669,-0.10399387630387069,589.1125529132781,-0.11519896947489672,ENSG00000130940
116,ZNF17,518.741718006177,0.2744649060787355,59.487477673876874,0.12951921172809272,ENSG00000186272
117,RORC,539.9934907015084,-0.19252214640121626,98.77864141604702,-0.21675137987732432,ENSG00000143365
118,NR0B1,527.4994218006309,0.054095478237264884,81.94821535579649,-0.0752982154219607,ENSG00000169297
119,ZNF317,518.0617723785456,0.03781702474736356,43.71029626987217,0.13403926025474355,ENSG00000130803
120,NEUROD2,520.9538655197789,0.36467509104071005,77.15037264978051,-0.03793314888381777,ENSG00000171532
121,TCF3,529.6184381231454,-0.13107852870438877,96.02884983170422,0.06919926255517064,ENSG00000071564
122,E2F5,519.4480050977191,0.09841523624726846,66.40060240690592,-0.1533854790808661,ENSG00000133740
123,FOXR1,839.1193955570328,-0.011427854747829617,660.3429184900828,-0.08391402809390494,ENSG00000176302
124,HEY1,549.3118604217461,0.004385399092772417,196.65993491303715,0.21830959602174183,ENSG00000164683
125,ZNF768,530.1793847369021,-0.16615753255848245,84.29359406265698,-0.06155537707504227,ENSG00000169957
126,ATF3,4128.666713359168,-0.22668813864164672,4050.167376788273,0.1380842201262834,ENSG00000162772
127,MESP1,574.9926347354373,-0.10209088766032257,223.87161499395137,-0.05691750249851193,ENSG00000166823
128,ZNF367,523.6804464556607,0.05748783211797987,66.30912456065153,0.07456393396297259,ENSG00000165244
129,ZNF791,591.3397077822527,-0.3134481982694148,240.52521697318977,0.287440203174152,ENSG00000173875
130,ATF4,1626.5237809512655,-0.3719606068625958,1496.593825992878,0.26957521144703256,ENSG00000128272
131,ASCL5,529.8135332359867,0.13360637122826594,79.59830400203262,-0.18672233260981844,ENSG00000232237
132,BRF2,526.7915527037236,-0.21607213650952542,38.45087775331014,0.46933323514981445,ENSG00000104221
133,ZNF282,520.8943654907395,-0.038928182956379946,61.06660298395515,-0.20283977828281904,ENSG00000170265
134,HMBOX1,407.07620908129724,0.6804761816176491,299.839807230461,-0.2247695645702556,ENSG00000147421
135,DBX1,530.3497525218617,-0.027822954232028217,80.28791939015484,0.026192469090646247,ENSG00000109851
136,KAT5,568.3309863099145,-0.2123343879794713,207.21582951116451,0.46028116759160254,ENSG00000172977
137,GLI2,504.8446592764946,0.4427450820221682,81.33941234112771,0.0857317502797143,ENSG00000074047
138,HOXD13,530.7624138915639,-0.08007770162687884,77.61114610672878,-0.0200469327602486,ENSG00000128714
139,THAP4,588.460992759928,-0.15312653611691596,273.46716439090085,-0.22141357857426722,ENSG00000176946
140,THAP9,520.6432367754334,0.09160687767303141,92.26911726032714,-0.2875654533344199,ENSG00000168152
141,GATAD2B,447.79979901737335,0.5757991194258922,243.29568430204426,-0.16197746764606769,ENSG00000143614
142,ZBED6,530.3050820046891,-0.1934064181454726,73.52666183093042,0.09017502076823741,ENSG00000257315
143,CXXC4,489.5071603153524,0.3724921721108561,117.91908242519528,-0.16330692595936408,ENSG00000168772
144,ZNF550,521.70641169148,0.11201961283962639,55.646473383315126,0.1974982039489559,ENSG00000251369
145,CARF,485.9689393366617,0.4073728415738492,101.88149979265125,-0.2388641504351161,ENSG00000138380
146,ZNF436,525.7469923832185,-0.09172541313776231,57.166511175687475,0.09595813468271563,ENSG00000125945
147,ATF6,561.2129987803204,0.20246163950265172,355.10933527577106,0.17555183728458554,ENSG00000118217
148,ZNF618,508.0834183478143,0.1672472884109312,83.44872677279146,-0.04830905166352723,ENSG00000157657
149,ZSCAN4,529.9214847503355,0.031191247934844162,78.82734297183941,0.2534859049105693,ENSG00000180532
